SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC70001,0,0,0,3,4,6,3,0,0,18,0,0,0,0,0,0,0,0,0,3,4,5,11,16,21,17,11,0,0,77,21,27,92,118,127,97,43,6,0,526
SSC70002,0,0,0,0,0,3,7,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,11,14,5,3,55,3,20,32,23,65,54,55,13,5,279
SSC70003,0,0,10,7,13,13,28,7,3,77,0,0,0,0,3,8,3,0,0,17,11,9,37,46,31,21,26,9,4,188,56,133,348,348,296,207,181,57,13,1640
SSC70004,17,12,30,24,18,9,10,3,0,114,0,0,0,0,0,0,4,0,3,3,10,12,19,8,15,3,5,0,0,67,36,50,88,52,55,28,15,0,5,333
SSC70005,0,0,0,4,4,6,3,0,0,20,0,0,3,0,0,0,0,0,0,3,4,3,21,21,26,20,8,0,0,104,4,14,66,58,66,44,23,3,0,274
SSC70006,8,21,24,16,18,20,0,0,0,115,0,3,4,0,6,3,4,0,0,23,0,4,12,3,7,0,0,0,0,33,28,44,91,41,47,33,5,0,0,289
SSC70007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,11,22,20,18,3,3,0,0,90,18,36,168,188,125,74,18,3,0,623
SSC70008,0,5,10,3,11,5,3,0,0,43,0,0,0,0,0,0,0,0,3,5,0,14,0,5,3,3,0,0,0,20,9,29,36,27,51,15,6,0,3,176
SSC70009,8,11,11,8,11,0,3,0,0,53,0,0,0,4,7,3,4,4,0,30,0,0,3,7,5,3,0,0,0,20,33,54,58,45,48,18,9,5,0,267
SSC70010,10,0,0,7,3,4,0,0,0,26,0,0,4,0,3,0,0,0,0,12,0,3,4,0,0,3,0,0,0,11,13,11,27,10,11,10,0,0,0,88
SSC70011,15,6,11,5,6,3,4,0,0,58,4,4,3,10,0,0,0,0,0,24,22,19,31,13,18,25,0,7,0,136,85,81,141,118,98,54,15,4,0,600
SSC70012,0,3,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,6,6,38,10,9,4,3,0,0,82
SSC70013,12,11,30,41,34,26,11,3,0,162,0,0,3,4,8,7,12,10,3,45,3,0,11,4,8,3,3,0,0,33,27,24,69,76,64,40,30,12,3,350
SSC70014,0,0,5,4,12,11,12,10,0,53,0,0,0,4,0,3,4,4,0,16,5,18,35,32,29,29,19,5,0,175,58,144,336,350,325,290,157,45,4,1713
SSC70015,0,3,4,4,14,17,5,4,5,51,0,0,0,3,4,0,3,3,0,16,12,19,41,38,50,48,14,9,3,236,69,141,407,404,409,331,118,49,11,1936
SSC70016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70017,3,0,8,6,4,7,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,21,8,9,3,6,3,0,0,52,10,34,29,29,14,25,15,0,0,157
SSC70018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,0,0,3,9,4,0,0,0,0,19
SSC70019,3,0,8,10,15,14,6,0,0,60,0,0,0,0,0,0,3,0,0,3,8,4,5,9,0,3,0,0,0,22,16,12,47,43,37,39,18,0,0,206
SSC70020,3,0,11,5,5,0,0,0,0,25,0,0,0,0,3,3,0,0,0,6,0,0,0,3,3,3,0,0,0,11,11,17,39,29,21,17,11,6,0,148
SSC70021,0,0,3,0,7,3,0,0,0,17,0,0,0,0,0,0,3,0,0,8,4,17,30,10,11,5,0,0,0,83,9,33,52,27,30,17,8,5,0,182
SSC70022,0,3,3,3,6,11,18,7,0,53,0,0,4,0,0,4,0,0,0,8,6,13,47,34,32,26,10,0,0,172,85,239,620,542,411,250,85,39,4,2274
SSC70023,5,0,0,3,0,4,7,0,0,28,0,0,0,0,0,0,0,3,0,3,0,3,12,3,3,3,0,0,0,21,14,32,90,32,37,15,11,3,0,240
SSC70024,0,0,3,3,3,8,9,5,0,27,0,0,0,0,0,0,0,0,0,0,0,5,13,19,18,14,18,0,0,95,15,28,52,50,93,70,55,11,8,384
SSC70025,0,0,0,0,7,3,3,3,3,20,0,0,0,0,0,3,0,0,0,9,11,20,36,24,19,10,7,0,0,131,56,148,346,246,260,173,72,12,4,1320
SSC70026,0,0,0,4,3,5,3,8,0,17,0,0,0,0,0,0,0,0,0,0,0,3,5,7,11,16,14,3,0,60,23,56,73,116,150,122,72,22,4,648
SSC70027,0,0,0,3,3,5,11,10,5,34,0,0,0,0,3,3,0,0,0,10,6,19,37,31,22,7,3,7,0,122,73,214,562,391,200,108,53,29,3,1632
SSC70028,7,0,11,4,7,8,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,14,20,24,23,23,15,7,0,0,127
SSC70029,0,0,3,3,5,6,5,0,0,26,0,0,0,0,0,0,0,0,0,0,7,10,15,12,20,17,18,0,0,104,30,52,89,81,108,98,61,9,3,531
SSC70030,0,0,0,0,0,7,3,0,0,14,0,0,0,0,0,3,0,0,0,3,10,5,17,21,13,12,7,0,0,85,28,44,110,134,115,110,53,10,3,608
SSC70031,17,21,13,15,9,8,8,0,0,86,0,0,0,0,0,3,0,0,0,8,3,4,7,4,5,0,0,0,0,20,35,60,96,64,56,27,11,0,0,349
SSC70032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
SSC70033,3,3,6,6,9,3,0,0,0,29,3,3,12,5,10,4,3,3,0,41,0,0,3,0,0,0,0,0,0,4,15,14,35,25,21,10,7,3,3,127
SSC70034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,16,4,9,19,14,10,18,4,3,0,77
SSC70035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,5,3,3,0,0,28
SSC70037,12,6,4,19,6,17,8,4,0,73,0,0,0,0,0,6,3,3,0,18,14,7,3,4,8,9,8,3,0,50,60,70,132,113,99,71,40,16,0,600
SSC70038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,11,8,0,5,0,0,0,0,35,11,14,14,6,15,3,0,3,0,66
SSC70039,0,0,12,14,16,17,28,7,5,98,0,0,4,0,3,7,3,0,5,20,20,29,71,57,56,48,39,16,3,338,93,193,511,415,469,421,193,60,20,2377
SSC70040,0,0,0,0,4,5,12,4,0,23,0,3,0,0,0,0,0,4,0,6,10,40,55,18,3,14,13,3,0,158,47,152,314,152,115,155,84,32,3,1054
SSC70041,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,14,15,0,3,6,3,0,0,46
SSC70042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70043,5,4,10,5,13,3,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,11,0,8,0,0,0,0,19,14,14,68,29,38,16,3,3,0,187
SSC70044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,12,0,0,0,6,3,3,5,0,0,30
SSC70045,0,6,6,6,7,6,5,0,0,39,0,0,0,0,0,0,0,0,0,4,17,69,0,0,3,0,0,0,0,89,24,78,25,22,25,15,8,4,0,208
SSC70046,0,0,0,0,0,0,6,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,10,0,3,4,13,17,25,24,0,0,80
SSC70047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70048,0,5,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,7,3,3,3,0,0,40
SSC70049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70050,0,3,9,6,14,0,0,0,0,32,0,0,0,0,0,3,0,0,0,3,0,3,3,0,14,6,0,0,0,23,15,16,32,18,28,7,0,0,0,123
SSC70051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,31,24,7,3,0,3,0,0,77,18,104,119,44,15,4,3,0,0,310
SSC70052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SSC70053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70054,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,13,3,0,0,0,3,7,3,0,0,19
SSC70055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70056,0,0,3,9,10,3,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,13,3,9,12,0,0,0,34,5,16,69,24,41,45,9,0,0,212
SSC70057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,10
SSC70058,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,9,0,0,0,0,20
SSC70059,0,3,9,9,8,23,29,26,12,113,0,0,0,4,0,0,4,3,3,22,13,28,127,47,49,56,37,19,3,375,67,187,766,444,367,334,206,105,28,2497
SSC70060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,4
SSC70061,0,0,0,0,3,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,13,9,10,3,0,49,5,21,41,53,71,59,42,16,3,313
SSC70062,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,9,16,19,14,7,12,8,0,0,84,25,88,125,57,51,53,36,9,0,448
SSC70063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,3,4,0,0,0,22
SSC70064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,30,9,10,0,0,0,0,55
SSC70065,0,9,4,0,4,8,12,6,0,54,0,0,0,0,0,0,4,0,0,6,8,3,15,24,36,38,19,4,0,151,35,47,125,156,195,179,101,35,7,881
SSC70066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,3,0,3,0,3,0,0,0,12
SSC70067,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,15
SSC70068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,12,4,6,6,0,0,0,37
SSC70069,0,3,13,3,8,0,0,0,0,23,0,3,3,7,0,0,0,0,0,14,0,0,7,3,3,0,0,0,0,14,16,13,39,24,31,6,3,0,0,136
SSC70070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70071,0,0,3,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,4,5,3,3,0,0,0,11,0,3,20,15,22,15,16,7,0,95
SSC70072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,9
SSC70073,0,0,9,14,10,13,10,7,3,67,0,3,5,0,3,3,3,4,0,26,12,138,418,159,152,116,44,9,0,1049,79,656,2335,1007,824,647,260,57,19,5881
SSC70074,0,0,0,3,4,9,0,0,0,20,0,0,0,0,3,0,0,0,0,7,8,4,9,18,25,12,5,4,0,87,21,26,83,108,126,87,55,8,0,520
SSC70075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC70076,4,3,15,7,4,5,3,0,0,40,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,19,9,20,37,30,21,13,12,3,0,145
SSC70077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,10,11,8,3,0,3,0,0,36
SSC70078,0,0,0,0,3,4,8,4,0,19,0,0,0,0,0,0,0,0,0,0,12,9,29,22,30,17,9,8,6,147,36,65,216,207,282,207,86,36,10,1158
SSC70079,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,3,3,17,12,13,13,0,0,0,65,4,17,66,32,32,33,11,0,0,204
SSC70080,0,0,3,6,11,13,10,4,0,44,0,3,0,0,4,3,0,0,0,8,25,33,72,60,44,38,7,5,0,285,122,229,507,438,404,274,92,36,0,2108
SSC70081,0,0,0,0,0,8,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,17,0,7,14,23,31,50,52,7,0,186
SSC70082,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,14,0,3,3,5,17,26,20,3,0,84
SSC70083,0,0,0,0,0,3,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,3,11,16,20,14,0,0,64
SSC70084,0,0,0,0,4,10,5,3,0,25,0,3,0,0,0,0,0,0,3,13,6,20,82,32,25,20,12,7,0,207,80,256,820,561,429,270,103,27,4,2547
SSC70085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11
SSC70086,7,9,16,34,27,27,16,9,0,152,0,0,0,0,0,0,4,0,0,9,37,17,10,6,3,4,4,0,0,88,81,88,128,139,82,67,23,12,0,626
SSC70087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11
SSC70088,0,3,3,10,10,17,18,10,0,70,0,3,3,3,3,6,6,3,4,32,13,10,74,44,37,50,32,8,4,273,67,135,538,432,429,415,202,51,17,2290
SSC70089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,20,13,33,82,37,24,9,3,0,0,197
SSC70090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,13,23,10,6,0,0,76,7,19,22,31,44,23,13,0,0,158
SSC70091,0,3,6,3,4,9,3,0,0,29,0,0,0,0,0,4,7,4,0,19,0,0,3,3,0,0,0,0,0,7,16,27,49,43,26,30,18,3,0,206
SSC70092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70093,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,3,3,3,11,3,11,0,0,37
SSC70094,0,0,0,0,6,7,9,0,0,28,0,0,0,0,5,6,0,0,0,12,3,3,4,3,5,0,3,0,0,23,20,39,41,37,44,30,17,3,0,228
SSC70095,0,3,9,5,8,3,0,0,0,33,0,0,3,0,0,4,5,3,0,19,0,0,0,0,0,0,0,0,0,0,6,23,19,21,18,13,4,3,0,112
SSC70096,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,3,0,21,3,0,15,10,13,15,7,5,0,73
SSC70097,0,0,0,0,12,10,19,19,8,69,0,0,3,0,3,4,3,3,0,14,6,12,44,39,37,37,44,23,27,275,33,84,435,371,397,319,260,142,79,2130
SSC70098,0,0,0,6,0,0,3,6,3,21,0,0,0,0,3,0,0,0,0,6,8,14,30,30,8,7,14,16,11,131,39,105,320,268,155,70,43,31,12,1057
