SSC_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SSC70147,0,5,0,4,0,11,0,16,0,8,0,10,3,6,0,11,3,17,0,17,0,12,3,18,0,24,0,25,0,15,6,25,0,7,0,9,6,106,14,126,0,3,3,5,0,10,0,8,0,14,6,18,3,11,0,16,0,10,0,18,0,13,0,16,0,31,0,33,0,36,6,38,0,25,3,31,11,154,15,184,0,9,0,9,0,16,0,23,4,25,5,34,6,21,3,22,4,26,4,31,0,28,3,30,0,52,5,56,0,51,9,65,0,35,3,42,19,255,28,309
SSC70148,3,9,5,13,9,6,0,16,6,16,0,22,6,18,0,22,3,7,13,22,3,10,0,13,0,6,0,7,0,0,0,0,0,0,0,0,30,71,19,125,0,7,12,22,5,17,0,22,15,25,0,39,9,23,6,37,7,13,7,23,3,22,8,32,3,4,0,9,0,0,0,3,0,0,0,0,42,107,29,180,7,12,18,37,17,22,0,35,21,39,0,66,15,35,7,58,9,18,18,45,9,30,8,41,3,12,0,15,0,4,0,4,0,0,0,0,75,184,46,306
SSC70149,0,9,3,12,0,14,0,23,3,29,0,29,0,19,0,25,0,18,9,25,3,26,4,29,3,13,4,22,0,0,0,0,0,4,0,3,10,131,26,169,0,17,3,23,5,13,0,21,0,27,3,35,3,16,5,27,9,23,0,26,7,15,3,28,3,12,0,12,0,3,0,4,0,0,0,0,23,121,29,168,0,25,6,33,7,35,0,36,6,51,4,61,3,35,10,50,10,40,10,53,7,41,12,63,3,22,5,35,0,3,0,5,0,3,0,7,35,256,52,339
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,0,3,0,0,0,5,3,5,0,11,0,3,0,4,3,7,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,17,3,34,0,0,0,4,0,0,0,0,7,3,0,10,6,7,0,14,5,0,0,6,0,3,0,5,3,0,0,0,0,3,0,3,0,0,0,0,20,16,4,42,3,3,0,3,0,0,0,5,9,9,0,19,6,12,0,14,3,10,0,17,0,3,0,5,3,0,0,3,0,4,0,4,0,0,0,0,34,37,4,73
SSC70152,3,13,18,38,3,14,0,21,10,36,0,45,9,27,0,37,0,22,3,31,3,14,3,16,0,4,0,4,0,0,0,0,0,0,0,0,23,134,28,186,3,19,6,22,5,12,0,18,10,38,3,54,9,29,0,36,11,23,5,37,8,7,0,18,8,3,0,8,0,3,0,3,0,0,0,0,41,139,13,199,3,34,25,60,6,32,0,38,22,75,5,101,16,59,3,71,12,53,3,67,9,24,5,33,8,4,0,14,0,3,0,3,0,0,0,0,68,272,40,387
SSC70153,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,5,0,10,0,11,0,10,0,11,0,9,3,15,0,0,0,0,0,0,0,0,0,36,14,44,0,0,0,0,0,0,0,0,0,3,0,5,0,6,0,6,0,4,0,6,3,3,4,12,0,4,4,13,0,0,0,0,0,0,0,0,3,21,13,38,0,0,0,0,0,3,0,5,0,5,0,8,0,5,3,10,0,14,0,11,3,16,10,20,0,14,5,26,0,0,0,0,0,0,0,0,4,59,21,86
SSC70154,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC70155,0,10,11,20,0,4,0,12,0,17,0,18,0,20,9,24,0,28,3,33,3,12,11,26,0,17,3,21,0,7,0,7,0,0,0,0,7,113,38,155,0,4,3,5,0,5,0,5,3,12,0,14,3,15,5,23,0,26,8,32,3,9,4,18,0,16,0,15,0,3,0,3,0,0,0,0,11,92,19,121,0,16,7,24,0,7,0,11,3,25,0,32,5,37,12,48,0,56,10,69,7,28,11,44,0,30,4,34,0,10,0,10,0,0,0,0,16,205,55,282
SSC70156,0,7,12,21,0,13,5,13,0,19,6,32,0,19,14,32,4,23,15,43,3,23,16,47,0,10,8,25,0,11,4,17,0,0,0,0,11,120,86,215,0,4,4,11,0,4,5,9,0,20,13,30,0,16,5,29,3,15,17,40,3,12,15,33,3,7,7,19,0,7,3,7,0,0,0,0,19,89,77,185,0,16,12,31,0,18,13,28,0,40,22,61,3,35,20,60,7,35,37,82,6,40,35,76,3,20,20,44,0,15,6,22,0,0,0,0,27,211,163,404
SSC70157,0,5,0,7,0,16,0,16,0,18,0,19,0,10,0,10,0,6,0,12,0,5,0,5,0,0,0,0,0,5,0,5,0,0,0,0,3,63,3,70,0,3,0,4,4,16,0,20,4,13,3,19,3,15,6,15,0,11,0,12,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,67,18,95,0,10,3,11,4,27,0,28,5,36,4,44,3,24,6,29,0,16,5,19,0,13,0,15,0,5,0,5,0,3,0,3,0,0,0,0,8,132,21,162
SSC70158,0,65,15,83,0,56,12,64,14,121,16,149,16,130,25,175,16,130,18,156,3,97,22,119,0,28,10,43,0,7,0,7,0,0,0,0,50,639,115,807,0,45,8,53,3,48,3,56,25,127,30,184,18,144,18,184,25,141,17,187,22,80,20,118,3,36,12,50,0,24,0,25,0,4,0,6,99,650,113,864,5,111,20,137,0,101,18,120,37,250,48,330,33,277,48,357,39,269,38,342,25,177,40,242,6,62,22,91,0,32,0,36,3,3,0,8,155,1286,230,1665
SSC70159,0,47,15,59,4,131,43,183,11,402,121,534,16,244,56,320,13,247,34,292,6,174,23,210,9,96,17,126,3,41,8,50,0,11,3,16,72,1399,315,1787,0,47,14,63,8,101,23,128,23,395,63,471,14,196,30,238,19,192,16,226,15,143,11,172,10,66,11,86,3,17,5,29,0,8,0,8,87,1162,175,1426,0,101,27,124,7,235,66,312,34,799,179,1013,30,442,78,556,36,435,52,518,25,322,38,380,19,162,31,210,3,61,11,71,0,20,3,22,157,2564,490,3207
SSC70160,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,3,0,0,0,0,0,7,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,12,8,21,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,10,17,0,0,0,3,0,0,3,3,0,4,3,4,0,3,5,3,0,0,0,3,0,5,3,8,0,3,0,9,0,3,0,3,0,0,0,0,0,22,16,36
SSC70161,8,120,22,147,6,140,11,158,12,295,36,348,38,267,22,333,35,272,25,326,30,235,37,298,16,153,14,175,6,44,9,56,0,5,0,3,146,1528,177,1852,5,106,13,121,9,101,9,118,30,291,35,359,46,276,28,350,65,258,35,360,44,238,30,307,20,118,9,146,5,52,10,69,0,7,3,10,219,1459,170,1844,11,227,33,269,15,237,26,277,44,594,68,704,78,547,58,685,94,533,57,683,72,471,63,610,29,273,21,325,14,92,15,125,0,11,3,18,360,2984,348,3693
SSC70162,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,4,8,0,14,0,16,0,13,7,17,0,3,0,3,0,0,0,0,0,37,12,53,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,7,0,11,3,15,0,9,3,13,0,3,0,3,0,0,0,0,0,33,12,47,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,7,0,10,5,14,0,24,3,29,0,24,7,33,0,4,3,10,0,0,0,0,0,76,20,94
SSC70163,0,0,3,3,0,0,0,0,0,5,0,6,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15,0,0,3,3,0,0,0,0,0,7,0,6,0,0,3,3,0,5,3,3,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,3,14,7,26
SSC70164,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,11,5,15,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,8,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,16,0,0,5,5,0,0,0,0,0,3,0,4,0,8,4,5,0,0,4,7,0,3,0,5,0,7,0,8,0,0,0,0,0,0,0,0,3,21,10,34
SSC70165,0,12,14,24,0,7,3,13,0,14,6,21,0,28,7,37,0,31,11,41,3,25,3,27,0,12,6,18,0,0,0,4,0,0,0,0,6,138,47,193,0,12,3,22,0,13,4,23,0,17,5,30,4,24,4,33,3,22,4,30,4,22,7,34,0,0,0,3,0,0,3,4,0,0,0,0,16,117,44,174,0,28,17,48,0,21,10,29,4,33,14,49,4,50,16,73,3,52,14,69,7,49,8,67,0,20,5,24,0,3,3,5,0,0,0,0,20,259,89,367
SSC70166,0,0,0,0,0,8,0,9,0,15,0,16,0,14,0,11,0,9,0,11,0,10,0,11,0,0,0,3,0,0,0,0,0,0,0,0,4,50,4,64,0,4,0,3,0,9,0,9,4,15,0,15,0,17,0,13,3,3,0,7,0,3,0,7,0,0,3,4,0,0,0,0,0,0,0,0,4,49,3,58,0,3,0,6,0,15,0,20,4,26,0,31,3,26,0,25,4,14,3,18,0,12,0,15,0,3,5,3,0,0,0,0,0,0,0,0,8,97,13,119
SSC70167,6,51,10,69,7,33,13,50,4,116,34,149,9,90,18,126,17,94,15,129,5,72,8,85,6,41,5,56,0,20,4,30,0,3,0,3,56,522,113,696,4,47,12,59,7,26,9,42,13,126,21,161,13,106,19,141,20,92,18,127,15,66,6,89,5,51,15,70,3,16,4,22,0,0,0,0,80,531,96,712,10,95,22,132,15,63,23,93,17,239,53,310,26,196,34,259,32,185,30,254,16,133,19,169,12,92,20,133,3,37,12,46,0,3,0,7,143,1056,210,1404
SSC70168,0,68,9,81,7,64,0,70,13,178,19,204,15,184,19,214,13,118,17,147,4,46,3,50,3,15,0,24,0,4,0,6,0,0,0,0,62,676,61,795,8,67,12,87,3,68,4,80,19,199,10,223,22,173,15,205,16,103,13,128,4,38,9,53,10,18,0,29,0,7,0,9,0,0,0,0,74,674,61,817,11,139,16,167,12,130,7,148,27,373,26,433,36,355,26,417,27,218,29,275,7,87,8,98,13,38,3,55,0,13,0,17,0,0,0,0,139,1350,124,1612
SSC70169,10,72,17,99,5,57,9,69,10,181,40,226,13,186,27,219,25,155,15,189,11,164,21,199,6,79,24,105,3,23,3,25,0,4,0,11,71,921,148,1148,8,73,16,102,10,75,13,99,19,178,40,237,21,169,28,220,41,160,25,227,25,137,27,195,8,60,17,88,4,26,6,31,0,7,0,6,143,886,172,1204,16,151,31,201,16,130,24,167,31,361,74,466,31,357,57,445,66,313,38,416,38,306,50,391,13,141,33,192,4,44,11,60,0,12,3,15,217,1811,321,2350
SSC70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70172,10,61,11,87,12,90,18,116,37,165,21,222,29,107,91,224,15,87,16,119,10,52,11,71,0,9,3,16,0,3,0,4,0,0,0,0,115,581,170,865,8,68,8,90,24,92,10,126,39,136,28,209,26,90,66,191,14,83,24,126,8,59,8,76,0,7,0,10,0,3,3,11,0,3,0,3,132,545,153,831,24,130,24,182,36,179,27,238,80,298,51,432,54,206,158,412,34,170,35,244,17,110,14,147,0,17,4,25,7,6,4,9,0,3,0,3,249,1126,323,1694
SSC70173,0,3,0,4,0,0,0,0,0,6,0,6,0,9,0,10,3,7,0,4,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,31,4,40,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,11,3,4,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,20,3,27,0,3,0,4,0,3,0,4,0,14,0,12,3,13,0,17,7,6,0,11,8,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,14,49,5,66
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10
SSC70176,0,17,0,16,0,22,3,28,0,27,7,34,0,55,5,65,7,66,9,79,4,40,4,54,0,10,4,18,0,3,0,4,0,0,0,0,18,245,34,293,0,19,0,19,0,13,0,15,5,31,0,40,6,44,3,52,13,50,0,61,5,30,3,41,4,8,3,11,0,5,0,7,0,0,0,0,36,199,18,252,0,31,0,35,0,33,3,36,5,65,12,78,7,103,7,115,21,116,11,137,15,70,12,97,4,20,8,27,0,7,0,13,0,3,0,3,49,447,54,545
SSC70177,0,11,10,19,0,10,7,15,0,20,10,27,0,38,6,42,11,42,13,57,4,43,4,49,0,20,4,18,0,4,4,12,0,0,0,0,21,177,48,242,0,8,4,12,3,3,0,8,3,21,6,29,8,20,9,30,3,32,5,43,5,9,0,14,0,8,4,14,0,4,0,4,0,0,0,0,21,107,26,147,0,18,11,26,3,10,5,19,3,37,8,51,8,56,12,78,10,66,18,100,8,50,6,67,0,26,6,32,0,8,4,14,0,0,0,0,41,282,73,390
SSC70178,3,33,9,49,0,40,15,57,8,100,25,129,4,93,17,112,5,96,17,121,11,118,13,144,5,67,9,76,0,21,3,21,0,7,0,7,38,573,108,719,0,26,3,36,3,27,9,35,3,95,16,116,14,84,0,99,25,86,15,119,13,98,12,124,3,60,9,69,0,11,0,13,0,5,0,5,61,489,63,615,3,58,13,82,3,67,20,97,11,193,46,244,13,177,24,213,28,178,32,241,26,214,22,267,9,127,13,150,3,32,3,41,0,8,0,8,98,1062,174,1333
SSC70179,0,8,0,3,0,11,9,18,0,14,10,17,3,15,9,28,3,20,8,32,0,27,13,35,0,17,11,26,0,3,5,10,0,0,0,0,8,106,56,170,0,3,0,5,0,3,0,3,0,9,3,17,3,9,9,20,0,24,10,30,0,17,10,32,0,7,10,19,0,8,0,8,0,0,0,0,4,90,43,129,0,6,3,14,0,15,9,21,0,21,10,29,3,24,18,44,3,46,19,66,0,44,28,70,4,22,18,41,0,7,5,15,0,0,0,0,12,195,98,302
SSC70180,0,7,4,12,0,14,3,15,0,26,3,28,3,23,4,28,0,27,6,37,0,18,3,22,0,13,0,17,0,0,0,3,0,0,0,0,9,143,24,171,0,4,3,11,0,6,0,12,0,5,3,9,0,3,0,8,0,11,0,11,0,24,3,26,0,9,4,16,0,0,0,0,0,0,0,0,7,70,16,93,0,14,6,24,0,22,5,23,4,33,3,40,4,31,4,39,0,43,6,46,0,43,5,49,5,24,5,38,0,0,0,3,0,0,0,0,13,210,34,261
SSC70181,0,27,5,32,0,18,0,22,8,25,4,35,6,59,9,71,0,45,4,54,3,41,9,55,0,29,9,38,0,9,5,17,0,0,0,0,22,256,46,322,0,15,8,23,0,9,0,9,4,35,10,48,6,59,10,76,6,36,6,46,3,28,4,41,3,17,6,29,5,10,3,13,0,3,3,3,29,205,46,278,6,38,6,52,0,30,0,28,9,57,16,78,20,117,18,148,7,81,13,97,7,69,14,94,4,46,15,66,3,16,8,34,0,3,3,3,53,460,90,606
SSC70182,0,0,3,3,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,0,0,12,12,0,0,9,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,30
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70184,0,0,0,0,0,4,0,4,0,7,0,11,0,3,0,3,0,7,0,6,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,26,3,37,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,14,3,16,0,0,0,0,0,4,0,4,0,11,0,13,0,4,0,4,0,11,3,12,3,0,0,9,0,10,0,10,0,0,0,0,0,0,0,0,3,43,6,53
SSC70185,0,24,0,24,3,19,0,23,0,23,0,24,0,34,0,34,0,27,0,30,3,17,0,20,0,3,0,3,0,0,0,0,0,0,0,0,6,133,3,146,0,18,0,17,0,18,0,21,0,27,0,28,3,20,0,21,0,33,0,30,0,16,0,16,0,4,0,3,0,3,0,3,0,0,0,0,5,144,0,148,0,40,0,41,3,37,0,40,3,51,0,56,3,51,0,53,0,57,0,60,3,33,0,40,0,9,0,6,0,3,0,3,0,0,0,0,13,275,8,295
SSC70186,28,46,4,73,27,38,0,59,53,61,0,111,27,58,3,91,24,39,0,68,16,20,0,35,7,9,0,12,0,0,0,0,0,0,0,0,183,264,3,460,20,35,3,62,17,25,0,44,54,45,3,100,53,44,0,99,39,30,0,67,17,25,0,43,0,9,0,15,0,3,0,3,0,0,0,0,207,221,11,436,51,77,3,136,43,64,0,104,105,102,6,214,86,106,3,193,65,68,0,134,33,41,0,78,8,17,0,30,0,5,0,5,0,0,0,0,391,487,13,893
SSC70187,4,55,9,68,3,56,12,74,9,225,43,276,16,158,27,206,20,137,22,177,10,102,17,131,9,58,8,75,3,35,11,48,0,0,0,3,80,829,150,1056,3,49,13,65,3,56,13,74,10,207,25,239,26,166,26,210,23,142,18,183,16,90,23,131,12,67,11,88,0,33,3,34,0,8,0,4,101,809,130,1040,3,104,24,129,13,111,23,152,21,427,68,518,45,326,48,420,40,278,42,357,30,199,32,263,15,119,27,165,8,66,11,83,3,8,0,7,180,1637,280,2093
SSC70188,0,0,3,3,0,0,12,12,0,0,8,8,0,0,10,11,0,0,10,10,0,0,4,4,0,0,7,7,0,0,0,0,0,0,0,0,0,0,55,55,0,0,7,7,0,0,4,9,0,0,16,16,0,0,11,12,0,0,11,11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,51,0,0,16,16,0,0,14,18,0,0,24,24,0,0,21,18,0,0,17,17,0,0,8,8,0,0,7,7,0,0,0,0,0,0,0,0,0,4,108,108
SSC70189,3,22,7,31,3,12,6,22,11,37,12,59,5,18,7,28,5,16,0,17,0,17,4,21,0,6,0,10,0,0,0,0,0,0,0,0,29,125,27,188,3,21,5,34,7,17,3,26,9,48,10,64,15,14,3,33,3,22,3,29,5,13,3,19,0,0,0,0,0,0,0,3,0,0,0,0,44,131,26,198,8,40,12,59,15,26,7,49,23,84,15,125,18,39,10,60,6,34,9,45,3,25,5,39,3,6,0,11,0,3,0,0,0,0,0,0,79,254,59,388
SSC70190,3,10,0,13,0,6,0,7,5,19,0,21,0,11,0,11,3,12,0,13,3,3,0,6,0,8,0,11,0,0,0,0,0,0,0,0,16,65,4,83,0,7,0,8,0,7,0,8,3,13,0,20,3,10,3,19,3,6,0,7,3,8,0,13,0,3,0,3,0,0,0,0,0,0,0,0,15,58,5,82,3,22,0,24,0,15,0,16,7,32,0,41,3,24,3,33,7,18,0,20,7,7,0,18,0,10,0,13,0,0,0,0,0,0,0,0,27,129,13,164
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70192,3,75,11,91,3,45,6,52,9,110,10,127,18,124,22,161,10,111,22,136,11,100,8,121,13,60,19,85,3,17,8,34,0,0,0,3,64,636,100,804,6,57,7,69,3,36,3,39,8,108,14,135,22,125,19,169,17,110,7,128,12,82,20,117,13,41,12,72,4,14,5,23,0,3,0,4,84,576,97,753,13,125,24,159,3,80,6,92,20,218,27,259,38,248,38,329,23,217,29,270,25,181,24,231,27,102,32,153,6,34,15,54,0,3,0,9,151,1210,200,1559
SSC70193,7,86,26,127,3,75,10,95,14,158,36,200,25,155,34,213,27,142,29,200,6,109,21,138,3,57,15,79,10,8,4,20,0,0,0,0,96,786,181,1063,7,82,24,111,3,67,15,86,24,186,35,247,33,155,26,215,22,134,25,181,16,110,22,141,9,56,15,86,3,16,3,21,0,8,3,6,114,815,165,1096,17,167,53,230,8,145,26,177,35,344,72,449,54,310,57,423,55,280,53,382,25,210,42,281,12,113,31,162,12,25,5,42,0,8,3,6,214,1598,342,2156
SSC70194,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,3,0,4,0,6,0,5,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,12,0,0,0,0,0,0,0,3,0,5,4,6,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,22,7,26
SSC70195,0,16,3,21,0,5,0,5,0,42,8,52,0,43,3,52,0,35,6,36,0,28,7,40,0,3,0,5,0,0,0,0,0,0,0,0,3,178,31,212,0,12,6,10,0,12,5,15,0,55,14,70,0,35,5,42,4,24,3,33,0,20,3,21,0,4,0,4,0,3,0,3,0,0,0,0,4,162,40,214,0,24,7,30,0,18,5,25,3,101,21,126,0,78,16,93,3,59,8,73,3,51,5,61,0,7,0,11,0,6,0,4,0,0,0,0,10,344,73,421
SSC70196,3,8,0,11,0,4,0,4,4,8,0,7,8,13,3,20,3,10,0,11,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,16,45,3,60,3,4,0,10,0,3,0,3,8,11,0,11,8,6,6,19,0,4,0,12,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,22,40,9,63,3,15,0,16,0,8,0,8,9,11,0,23,9,20,10,38,3,16,0,25,3,3,0,4,0,3,0,4,0,0,0,0,0,0,0,0,35,80,10,126
SSC70197,0,0,0,0,0,0,0,0,3,3,0,6,0,3,0,4,0,6,0,10,0,4,0,10,0,4,0,4,0,0,0,0,0,0,0,0,7,24,3,37,0,0,0,0,0,0,0,3,0,3,0,6,3,3,0,8,0,3,0,10,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,13,6,25,0,4,0,6,0,3,0,5,3,9,5,11,0,7,0,11,5,6,3,16,0,13,0,10,0,4,0,4,0,0,0,0,0,0,0,0,11,39,9,63
SSC70198,0,44,7,54,0,81,11,89,19,274,29,321,19,172,13,207,10,102,8,119,0,40,0,40,0,6,0,8,0,0,0,0,0,0,0,0,55,724,63,841,3,33,3,39,4,93,11,113,24,296,29,341,18,161,9,191,10,85,5,102,3,36,0,37,0,9,0,4,0,3,0,7,0,0,0,0,63,714,59,833,3,79,4,93,6,172,22,201,44,569,57,661,41,333,22,398,19,185,18,220,3,73,0,78,0,17,0,16,0,6,0,8,0,0,0,0,117,1431,129,1673
