SSC_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
SSC70001,20,3,3,6,6,4,11,6,3,9,3,10,13,30,28,59,5,4,6,7,8,12,5,3,11,3,3,4,3,0,4,21,21,38,0,3,7,0,4,3,4,0,4,8,4,9,3,0,3,21,9,25,0,3,4,5,0,3,0,5,5,0,0,0,0,0,0,5,6,12,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,328,694
SSC70002,4,0,3,3,4,4,3,0,3,3,7,0,12,16,7,26,5,4,10,0,6,8,0,0,3,4,0,4,0,0,0,17,12,29,6,4,7,4,0,4,3,0,3,3,4,8,3,5,6,16,8,32,3,0,8,7,0,7,3,0,3,0,3,3,3,0,3,16,4,25,6,0,3,0,3,3,3,0,3,3,0,3,0,0,0,5,3,12,3,4,4,0,3,3,0,3,3,0,0,0,0,0,0,183,174,353
SSC70003,20,7,11,21,14,13,26,12,5,15,9,13,24,58,49,105,3,10,16,3,15,21,4,10,14,10,11,25,15,14,28,41,61,106,12,9,21,11,13,22,14,10,22,13,5,17,10,9,23,63,53,109,11,9,21,7,9,13,11,3,14,10,10,16,3,6,11,44,31,75,3,4,11,6,10,13,4,7,3,3,3,10,6,3,9,18,24,37,4,11,14,4,3,10,0,4,3,0,0,0,0,0,0,1067,1061,2127
SSC70004,3,0,0,0,0,0,0,3,0,3,0,0,0,4,3,15,4,0,3,0,3,3,0,0,0,3,0,4,0,0,0,3,7,16,0,3,3,0,3,3,3,0,3,0,0,0,0,6,6,3,13,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,3,0,0,0,0,0,0,247,243,494
SSC70005,4,3,0,3,3,4,10,0,0,0,0,0,3,15,7,24,3,0,3,8,3,10,0,0,0,0,0,0,4,3,11,15,8,19,0,3,3,0,3,3,3,0,3,0,0,0,0,0,0,3,5,10,0,0,0,0,0,5,0,3,3,0,0,0,0,0,3,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,154,141,300
SSC70006,3,0,3,3,3,0,3,3,0,5,0,0,4,10,4,17,0,4,7,0,0,0,3,3,7,0,0,3,0,0,0,5,10,16,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,208,420
SSC70007,11,7,5,14,4,3,9,3,0,4,10,3,12,30,13,48,0,0,3,7,3,9,6,3,8,4,3,5,0,3,3,15,8,22,0,3,3,4,0,6,3,0,3,0,3,3,0,0,0,5,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,381,873
SSC70008,0,0,0,0,3,3,4,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,101,138,239
SSC70009,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,7,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,211,209,418
SSC70010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,54,111
SSC70011,10,3,3,11,0,4,5,0,0,3,0,8,7,10,20,32,0,0,3,4,0,9,3,3,6,0,0,0,0,3,4,13,12,22,0,0,5,0,0,3,0,0,3,0,0,0,0,0,3,8,3,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,455,855
SSC70012,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,59,117
SSC70013,3,0,3,3,0,4,0,3,3,3,4,0,6,6,6,20,3,11,9,0,3,3,0,3,3,0,0,3,0,3,3,8,16,25,3,0,3,0,0,0,0,0,0,0,0,3,3,0,4,7,3,17,7,0,9,0,3,3,0,0,0,0,0,0,0,0,3,7,5,14,3,0,4,0,3,3,0,0,0,0,0,0,0,0,0,4,3,9,3,3,8,0,3,3,0,0,0,0,0,0,0,0,0,225,251,477
SSC70014,37,17,23,40,18,13,28,12,19,28,16,11,28,77,81,161,13,12,28,11,13,23,21,12,32,14,15,23,12,8,19,69,61,126,15,12,29,13,9,22,5,10,14,8,7,17,5,3,13,54,38,92,3,9,13,5,0,9,7,10,18,4,0,8,7,7,15,30,28,59,3,3,4,0,0,0,0,0,0,8,5,11,3,10,11,12,22,36,10,4,15,3,0,4,0,0,0,0,0,0,0,0,0,1172,1199,2369
SSC70015,35,20,20,44,20,14,36,20,24,43,28,12,43,103,91,199,14,11,20,17,14,30,12,18,33,6,13,19,13,10,27,67,65,131,7,17,16,8,11,21,5,7,15,12,6,20,8,6,10,34,42,78,3,3,9,3,3,3,3,7,8,6,7,12,3,4,11,18,20,40,5,3,9,4,0,9,7,0,5,4,3,10,0,0,0,17,13,32,5,12,17,3,5,9,3,0,3,0,0,0,0,0,0,1322,1386,2706
SSC70016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70017,0,3,0,4,0,0,0,0,5,3,5,0,3,6,10,14,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,3,10,12,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,4,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,109,195
SSC70018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,27
SSC70019,3,0,3,3,0,0,0,0,3,7,3,0,3,14,9,23,0,8,6,0,3,3,3,3,6,0,0,4,0,0,3,4,10,21,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,3,3,10,3,0,3,0,0,0,0,3,3,0,3,3,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,137,268
SSC70020,3,0,0,0,3,0,3,0,3,3,0,0,0,6,7,9,3,0,7,0,3,3,0,0,0,0,0,0,0,3,3,5,6,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,112,224
SSC70021,0,4,0,4,0,3,3,0,0,0,3,0,6,5,11,16,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,125,249
SSC70022,35,4,20,23,11,9,23,13,18,28,13,6,22,63,72,133,17,19,35,14,9,23,7,13,20,11,7,17,19,10,24,64,57,121,4,10,19,6,8,11,4,10,18,4,0,6,3,3,3,27,37,63,3,0,5,10,4,12,0,0,0,0,3,3,3,0,3,16,5,27,3,3,5,3,4,7,0,7,7,0,5,5,3,0,4,7,12,23,3,12,11,0,0,4,0,0,0,0,0,0,0,0,0,1525,1543,3069
SSC70023,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,7,0,3,3,0,0,0,0,0,0,0,0,3,3,10,11,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,8,6,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,189,363
SSC70024,10,3,3,7,3,5,12,0,5,3,3,0,3,15,20,29,3,14,18,6,3,5,4,5,11,8,0,5,0,0,0,23,20,42,8,0,5,12,3,15,3,0,8,4,9,12,6,0,6,26,12,43,3,3,3,3,0,3,0,0,0,0,0,0,3,0,3,6,9,17,0,0,0,3,0,8,3,0,4,0,0,0,0,0,0,10,6,16,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,259,248,507
SSC70025,20,6,14,19,13,17,25,5,11,17,12,6,18,48,58,103,5,10,13,11,7,18,6,6,19,9,0,11,15,3,19,43,30,72,4,0,4,12,5,11,4,4,15,3,6,12,3,3,10,31,20,52,0,3,5,3,0,3,3,4,9,8,3,8,0,0,0,16,8,26,0,0,3,3,0,3,0,0,0,3,0,7,0,0,0,5,0,8,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,889,790,1683
SSC70026,18,10,6,21,9,3,16,8,5,11,3,11,14,37,32,69,4,6,13,5,4,7,9,3,13,10,5,13,3,3,6,29,24,50,5,5,10,3,0,4,8,3,7,4,3,5,6,9,11,23,19,46,0,3,3,6,0,8,5,6,9,3,3,9,4,3,8,16,12,34,0,5,6,6,5,9,3,0,7,0,0,0,0,0,0,10,9,19,4,3,4,0,3,3,0,0,0,0,0,0,0,0,0,439,400,838
SSC70027,8,7,6,9,3,8,9,4,6,9,4,14,17,22,32,56,5,3,9,5,5,15,5,7,17,9,3,14,0,3,3,27,24,53,0,5,10,3,0,3,3,7,8,0,3,5,0,0,0,11,16,31,3,4,5,0,0,3,0,0,0,3,0,4,0,3,8,5,15,23,3,4,4,7,6,13,0,0,0,0,3,3,0,0,0,12,9,24,0,7,7,4,0,4,0,0,0,0,0,0,0,0,0,1229,1235,2458
SSC70028,3,4,0,4,0,0,0,0,3,3,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,71,164
SSC70029,11,3,5,14,10,6,12,6,13,15,4,4,4,28,27,54,9,5,12,13,0,12,5,5,7,7,4,13,3,0,3,30,10,45,3,3,6,5,3,8,0,0,3,4,10,13,7,0,6,28,12,42,0,0,0,3,3,8,4,3,8,3,3,3,0,5,5,11,11,20,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,361,789
SSC70030,12,5,6,11,4,4,10,5,8,11,10,3,8,28,25,51,8,4,15,7,3,11,4,3,9,3,0,10,6,3,12,40,16,57,0,0,3,0,0,3,4,4,8,6,3,5,3,4,9,18,15,31,3,4,4,3,0,3,0,0,4,3,0,0,0,0,3,11,6,22,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,438,375,818
SSC70031,3,0,4,4,3,0,6,0,0,0,0,0,0,9,11,18,0,0,0,3,0,3,0,3,3,0,0,0,3,0,3,6,4,11,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,284,531
SSC70032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC70033,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,104,94,190
SSC70034,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,3,0,0,0,3,0,3,5,3,3,0,0,0,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,32,86
SSC70035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,41
SSC70037,12,3,3,5,8,4,10,3,5,8,9,0,13,23,19,44,0,5,9,3,0,6,0,3,4,4,0,7,3,0,3,11,7,22,5,3,6,3,0,3,5,3,10,0,0,0,0,3,5,12,12,22,3,4,4,3,0,3,0,0,0,0,0,0,0,6,3,10,9,17,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,11,3,12,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,455,423,871
SSC70038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,73
SSC70039,49,17,16,35,22,32,55,26,28,53,17,14,38,102,122,226,20,21,35,29,18,47,22,21,45,23,18,38,13,10,25,101,90,193,8,17,26,18,15,29,13,7,21,14,10,24,14,10,20,66,52,118,6,10,15,6,9,17,6,7,13,3,13,15,7,6,16,37,40,79,3,6,5,9,3,9,3,3,6,3,4,5,5,3,15,20,22,45,13,8,18,4,11,15,3,7,3,0,0,0,0,0,0,1554,1600,3149
SSC70040,16,10,5,19,5,12,23,3,7,13,3,5,16,41,41,79,9,9,22,6,3,15,3,11,18,6,6,7,4,11,13,37,44,75,6,3,13,4,3,5,8,5,13,8,9,12,5,5,9,29,19,52,4,0,9,0,8,7,3,4,5,0,0,3,4,3,7,15,19,31,0,8,8,3,0,3,0,0,0,3,3,7,0,0,0,8,13,16,8,5,11,3,3,3,0,0,0,0,0,0,0,0,0,671,605,1268
SSC70041,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,55
SSC70042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70043,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,151,129,280
SSC70044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,35
SSC70045,3,0,0,0,0,3,3,0,3,0,0,0,0,3,9,9,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,3,8,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,120,250
SSC70046,0,0,0,0,0,0,0,0,3,3,3,0,3,3,8,10,0,4,3,0,0,0,0,0,0,3,0,3,0,0,0,5,6,13,0,4,7,3,0,3,3,0,7,0,0,0,3,0,0,12,4,14,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,42,96
