SSC_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,55,112
SSC70152,3,3,3,3,3,0,3,3,3,7,5,0,6,15,11,25,0,3,3,0,0,0,0,0,4,0,0,0,0,3,3,4,8,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,293,315,606
SSC70153,0,0,3,0,3,0,8,0,0,0,0,0,0,10,3,10,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,4,6,12,3,0,3,0,0,0,3,0,4,0,7,4,3,0,3,8,7,15,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,40,87
SSC70154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC70155,7,0,0,3,0,0,0,0,0,0,4,5,9,8,12,18,4,4,5,8,0,7,6,0,5,0,3,4,0,0,0,16,10,28,3,0,6,4,3,3,3,3,8,0,0,0,7,0,4,14,5,22,0,0,3,0,0,0,3,5,5,0,0,3,0,0,0,9,5,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,190,157,347
SSC70156,9,5,13,18,9,4,9,3,3,10,0,3,3,25,21,40,7,3,8,4,3,6,5,0,4,8,6,14,0,0,0,19,18,37,12,0,10,0,8,8,0,3,6,0,0,0,0,0,3,14,9,24,4,0,5,0,3,3,0,4,4,4,0,4,0,0,4,6,10,15,6,0,7,0,0,0,0,0,0,3,0,3,0,3,4,10,4,21,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,275,238,510
SSC70157,4,3,0,0,0,0,0,0,0,3,0,0,0,3,7,14,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,125,239
SSC70158,39,16,10,29,13,10,27,6,9,16,18,10,28,76,64,139,9,9,17,15,19,31,6,8,15,10,17,29,7,12,16,49,58,106,9,6,12,6,3,9,5,9,13,3,10,11,5,0,7,29,32,57,8,3,8,3,0,3,3,3,9,5,3,5,5,9,11,18,21,41,0,3,3,0,6,6,0,0,3,0,4,4,0,0,3,4,12,19,0,12,13,0,5,9,0,0,0,0,0,0,0,0,0,1112,1158,2267
SSC70159,46,31,14,47,20,12,33,18,19,39,14,24,43,113,89,204,25,19,42,27,17,40,11,22,35,23,14,37,20,16,35,101,83,179,7,11,24,20,15,29,21,17,35,15,10,23,16,12,32,84,59,145,11,15,22,11,3,14,14,0,15,3,10,7,8,0,11,39,31,65,16,0,16,3,5,11,4,4,8,7,0,6,3,5,12,32,19,47,14,9,27,13,4,18,3,0,3,0,0,0,0,0,0,2061,1670,3729
SSC70160,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,47
SSC70161,62,38,26,70,46,31,79,32,38,73,25,34,56,163,178,334,26,20,43,36,21,63,23,40,61,25,26,54,26,25,55,139,135,270,22,19,45,23,19,42,25,16,39,18,13,28,28,16,39,115,84,192,16,24,48,11,14,26,10,17,22,10,5,11,23,4,25,64,69,134,12,7,18,4,13,16,3,7,10,3,3,5,4,9,15,27,48,77,25,24,47,3,10,10,6,0,6,0,0,0,0,0,0,2328,2247,4578
SSC70162,6,3,3,4,3,0,3,0,4,4,0,3,0,6,14,17,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,4,3,9,0,0,5,0,3,5,0,0,0,3,0,5,0,4,0,9,11,18,4,0,3,3,0,3,3,0,3,0,4,3,0,0,3,7,4,14,0,0,0,0,3,4,0,0,0,3,0,3,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,47,94
SSC70163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,32
SSC70164,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,44
SSC70165,5,0,4,6,0,10,10,11,3,14,3,9,7,15,26,45,0,0,0,0,0,5,0,0,3,6,0,6,3,3,4,12,10,21,0,0,3,0,0,4,8,0,8,3,0,3,0,0,0,13,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,233,219,452
SSC70166,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,7,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,84,165
SSC70167,21,3,12,12,15,7,27,16,7,21,6,7,14,53,50,100,6,14,16,9,6,14,11,3,11,5,10,19,5,6,8,34,36,72,4,14,15,7,4,8,5,8,10,7,10,17,8,19,28,28,50,81,3,3,9,11,4,11,5,9,13,4,5,10,6,4,5,29,21,50,5,3,10,4,0,8,5,0,3,0,4,3,3,0,3,16,11,29,10,9,17,3,3,4,0,0,0,0,0,0,0,0,0,870,875,1743
SSC70168,21,10,13,16,10,7,15,4,3,10,8,5,12,41,36,73,3,0,8,4,10,9,0,8,8,0,0,0,0,0,0,13,12,28,3,3,5,3,3,6,3,4,10,0,5,4,3,0,4,12,17,37,8,3,5,0,0,0,0,3,4,3,0,8,0,0,0,13,12,20,0,4,3,3,0,3,0,0,3,0,0,0,0,0,0,3,5,8,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1124,1179,2302
SSC70169,46,22,26,47,22,24,44,14,14,28,19,25,40,96,107,207,15,15,33,13,15,27,23,18,38,33,14,47,21,21,38,104,81,183,15,15,36,14,10,25,14,13,25,8,11,21,14,4,19,66,60,124,7,7,12,11,7,17,4,5,11,10,4,15,6,8,13,35,33,69,4,6,11,3,5,11,7,4,5,0,9,6,3,3,10,15,30,44,12,6,17,4,6,8,3,3,5,0,0,0,0,0,0,1452,1546,3000
SSC70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70172,20,10,14,22,12,10,20,3,15,19,3,8,14,43,51,91,11,16,21,7,3,12,7,4,8,9,3,10,0,4,5,29,28,56,3,0,5,0,0,3,0,0,0,3,3,5,0,0,0,8,8,13,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,0,3,0,3,4,0,0,0,0,0,0,0,0,0,4,7,12,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,1195,1113,2308
SSC70173,4,3,3,3,3,0,5,0,0,0,0,3,7,7,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,40,89
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10
SSC70176,11,6,9,13,6,3,14,9,3,10,6,6,13,33,25,57,7,0,7,4,4,7,3,7,7,9,3,8,3,3,3,24,15,36,7,0,5,0,0,0,6,0,9,0,4,7,0,3,5,9,10,18,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,3,0,8,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,326,721
SSC70177,12,7,0,13,3,4,7,4,0,4,8,0,8,35,11,42,8,5,4,4,0,5,3,0,3,0,0,0,3,4,10,15,8,27,5,3,7,0,0,7,4,0,3,0,0,0,4,3,3,14,8,20,3,0,3,3,0,8,0,0,0,0,0,0,0,4,4,5,8,14,0,3,4,4,0,5,3,0,3,3,0,3,0,0,0,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,216,517
SSC70178,34,13,8,22,9,10,26,13,16,23,9,9,26,71,56,128,12,7,24,12,18,26,18,13,35,14,9,28,15,12,25,74,67,140,7,13,22,11,7,22,14,8,16,8,4,15,11,7,14,53,40,94,8,6,16,3,5,12,7,7,12,3,8,13,0,0,3,27,32,52,4,3,12,5,3,8,0,0,3,0,0,0,0,0,0,18,4,25,5,7,17,5,5,12,0,0,0,0,0,0,0,0,0,832,719,1549
SSC70179,10,0,3,5,3,10,13,3,6,7,8,0,11,19,18,42,5,7,11,0,3,3,3,0,3,0,0,5,6,0,8,19,14,27,4,5,10,3,0,5,0,0,4,0,3,3,10,0,10,13,12,29,0,3,3,0,0,0,3,0,3,3,0,3,3,3,6,12,6,18,0,0,3,0,0,0,0,3,3,0,3,8,0,0,0,6,8,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,197,153,350
SSC70180,3,0,7,4,0,3,8,3,4,4,3,3,8,9,15,25,0,0,3,3,0,5,3,0,3,0,0,0,4,0,6,18,9,23,0,7,7,0,0,0,6,0,6,0,0,3,3,0,3,11,6,15,0,0,0,0,3,3,3,3,3,3,0,3,8,4,11,14,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,108,295
SSC70181,16,7,3,13,4,3,5,0,0,3,3,9,9,27,21,53,0,3,3,6,0,11,9,3,10,4,4,12,11,4,11,29,16,43,4,4,10,7,0,3,7,4,8,3,4,8,4,8,6,17,17,33,3,4,8,3,3,6,3,0,6,3,3,9,5,0,4,22,12,31,3,5,7,3,0,3,3,3,6,5,0,4,0,0,0,18,9,23,3,7,10,0,3,3,0,0,0,0,0,0,0,0,0,422,376,796
SSC70182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,30
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19,58
SSC70185,3,0,0,0,3,7,9,0,3,0,5,0,3,13,13,24,5,0,8,0,0,0,0,0,3,0,0,3,0,4,3,8,7,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,198,401
SSC70186,10,5,3,4,7,10,11,6,9,9,3,4,3,22,26,41,8,0,10,3,3,5,3,8,9,0,0,0,3,4,12,15,23,36,0,3,7,0,0,0,5,5,5,3,0,3,0,3,3,10,10,14,4,0,4,0,0,0,0,0,0,3,3,4,0,0,3,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,589,1225
SSC70187,38,9,17,24,11,15,33,11,9,19,7,11,20,64,68,138,19,15,30,9,16,21,17,16,33,14,11,20,10,15,25,62,65,131,9,12,20,9,11,25,5,10,21,7,9,13,5,16,24,41,58,96,7,9,19,5,11,12,10,0,10,10,9,13,3,3,9,37,31,67,12,4,14,8,0,5,7,6,9,11,10,17,3,9,12,36,30,59,15,12,21,3,7,6,0,0,0,0,0,0,0,0,0,1288,1257,2548
SSC70188,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,137
SSC70189,8,4,3,5,0,0,0,0,0,0,0,3,5,14,9,15,0,3,7,3,0,4,0,0,3,0,3,3,0,3,3,7,9,17,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,299,325,618
SSC70190,3,0,0,0,0,0,7,3,0,3,0,0,0,4,9,10,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,4,3,4,3,0,3,0,0,0,3,0,5,0,0,0,0,0,0,5,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,128,247
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70192,32,20,11,30,11,12,26,7,9,18,12,8,20,67,56,123,9,6,19,9,6,21,13,17,30,6,5,16,14,15,24,49,53,109,4,16,21,13,7,19,13,6,24,11,3,14,13,9,25,55,42,105,0,5,4,11,3,15,7,8,13,4,0,8,9,7,11,24,30,50,7,4,13,7,7,18,3,0,3,4,3,4,3,3,8,24,18,44,6,4,10,0,3,3,3,3,3,0,3,3,0,0,0,1029,966,2000
SSC70193,38,18,22,38,13,15,32,22,19,41,12,12,20,84,91,170,16,19,33,9,9,16,8,22,25,6,8,17,12,10,17,52,50,109,8,17,20,23,8,34,3,9,9,7,8,16,12,14,20,51,48,98,4,4,8,4,13,13,9,4,7,10,14,17,3,3,10,29,33,57,3,4,9,5,5,12,3,3,5,0,3,5,0,0,3,17,13,36,0,3,10,0,6,6,0,0,0,0,0,0,0,0,0,1497,1467,2959
SSC70194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,33
SSC70195,9,4,3,8,6,3,7,3,0,5,3,0,3,23,14,36,3,4,8,3,0,3,3,0,3,0,7,6,0,0,0,15,7,26,3,0,5,3,0,3,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,273,277,548
SSC70196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,93,169
SSC70197,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,35,83
SSC70198,9,10,8,13,7,0,11,0,4,3,0,6,5,25,16,46,0,3,11,0,5,4,3,4,6,3,4,8,3,0,4,16,21,29,0,0,3,0,4,3,3,3,4,4,0,4,0,0,0,11,5,15,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,1197,2398
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70200,3,0,0,3,0,3,3,0,0,0,0,0,0,6,6,10,0,3,3,0,0,0,0,0,0,3,0,3,4,3,7,8,7,17,3,0,5,0,0,0,0,3,3,3,0,4,0,0,0,3,5,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,146,171,323
