SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC70001,14,7,23,41,53,94,0,0,0,8,0,6,0,0,0,72,76,150,0,0,0,4,7,11,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,3,6,8,6,7,6,0,3,0,0,0,0,13,5,20,6,8,19,0,0,0,154,166,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,103,240,0,3,3,0,0,0,134,107,242,58,50,110,367,328,694
SSC70002,3,0,8,17,32,52,0,0,0,0,0,0,0,0,0,27,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,0,0,0,0,0,0,6,5,14,0,0,0,0,0,0,62,90,151,0,0,0,0,0,0,0,0,0,8,7,21,0,0,0,0,3,3,10,14,22,67,44,110,0,0,0,0,0,0,74,44,115,34,28,64,183,174,353
SSC70003,33,48,85,66,75,142,0,0,0,16,24,32,0,0,0,213,245,453,0,0,0,70,51,114,0,3,3,0,0,3,8,3,11,0,0,0,0,4,8,3,10,10,11,16,25,0,3,3,0,6,7,26,26,48,13,21,30,0,0,0,427,466,899,51,45,90,53,23,76,0,0,7,0,0,0,11,3,9,6,4,9,14,7,17,339,331,668,3,5,8,0,4,4,342,335,679,142,135,279,1067,1061,2127
SSC70004,0,0,0,4,3,3,0,0,0,138,159,293,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,158,168,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,41,91,0,0,0,0,0,0,53,41,91,40,34,77,247,243,494
SSC70005,9,4,8,3,3,9,0,0,0,0,6,6,0,0,0,28,24,49,0,0,0,0,0,0,0,0,0,0,3,5,3,9,10,0,0,0,0,0,0,3,3,5,0,0,3,0,0,0,0,0,0,8,3,10,0,3,5,0,0,0,45,58,107,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,65,0,0,0,0,0,0,39,28,65,60,49,111,154,141,300
SSC70006,0,0,0,3,0,8,0,0,0,129,126,254,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,140,134,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,54,119,0,0,0,0,0,0,64,54,119,14,14,27,217,208,420
SSC70007,0,7,7,60,68,125,0,0,0,8,10,14,0,0,0,109,81,193,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,19,8,0,13,0,0,0,0,0,0,13,14,28,19,5,27,0,0,0,232,196,426,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,168,135,308,0,0,0,0,0,0,168,135,308,79,39,113,496,381,873
SSC70008,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,79,113,184,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,118,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,38,101,138,239
SSC70009,0,0,0,0,0,0,0,0,0,50,47,96,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,61,63,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,114,232,0,0,0,0,0,0,0,0,0,79,76,150,0,0,0,0,0,0,79,76,150,15,11,23,0,0,0,0,0,0,15,11,23,5,4,13,211,209,418
SSC70010,0,0,0,8,3,11,0,0,0,8,14,22,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,28,23,50,0,0,0,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,4,9,14,13,17,32,0,0,0,0,0,0,13,17,32,10,4,17,57,54,111
SSC70011,0,0,0,298,334,633,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,343,644,0,0,0,0,0,0,0,0,0,9,7,14,0,3,3,0,0,0,9,8,17,15,21,35,0,0,0,0,0,0,15,21,35,72,82,157,403,455,855
SSC70012,0,0,0,38,35,79,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,82,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,3,5,8,5,3,11,0,0,0,0,0,0,5,3,11,7,6,14,62,59,117
SSC70013,0,3,3,3,5,7,0,0,0,13,10,21,0,0,0,11,9,20,0,0,0,0,0,0,0,0,0,7,7,13,126,159,291,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,164,201,360,0,0,0,0,0,0,0,0,0,8,9,16,0,0,0,0,0,0,12,9,18,41,38,77,0,0,0,0,0,0,41,38,77,15,12,23,225,251,477
SSC70014,30,44,77,107,105,211,0,0,0,22,27,50,0,0,0,236,282,521,0,0,0,31,31,68,8,7,11,3,7,6,15,17,28,0,0,0,0,4,5,9,18,21,4,9,21,4,5,11,0,5,6,43,52,91,25,34,55,0,0,0,505,598,1109,14,18,34,17,9,31,0,0,0,3,0,3,3,3,5,7,3,8,15,4,14,439,372,811,4,5,13,0,0,0,445,380,826,135,136,267,1172,1199,2369
SSC70015,17,10,29,107,112,227,0,0,0,26,20,43,0,0,0,282,299,582,0,0,0,8,0,9,0,0,0,15,12,26,38,59,105,3,4,9,10,9,16,50,61,115,14,18,40,4,6,10,6,12,19,38,52,95,50,58,105,3,7,9,661,745,1402,19,17,29,18,21,40,0,0,0,0,0,3,12,6,24,3,7,14,22,22,38,408,390,803,4,8,9,0,0,0,417,395,809,179,179,357,1322,1386,2706
SSC70016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70017,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,64,85,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,71,86,164,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,15,15,27,93,109,195
SSC70018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,9,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,22,5,27
SSC70019,0,0,0,4,7,10,0,0,0,8,13,19,0,0,0,17,17,26,0,0,0,0,0,0,0,0,0,0,0,0,57,54,114,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,3,3,13,0,0,0,100,106,204,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,15,11,28,0,0,0,0,0,0,15,11,28,18,17,27,138,137,268
SSC70020,0,0,0,0,0,4,0,0,0,13,17,31,0,0,0,38,42,78,0,0,0,0,0,0,0,0,0,0,0,0,12,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,0,0,0,68,81,152,0,0,0,0,0,4,0,0,0,9,11,17,0,0,0,0,0,0,9,8,21,18,17,32,0,0,0,0,0,0,18,17,32,14,8,17,107,112,224
SSC70021,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,16,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,27,39,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,106,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,18,23,42,0,0,0,0,0,0,18,23,42,51,39,95,127,125,249
SSC70022,5,37,45,136,142,278,0,0,0,20,20,46,0,0,0,361,394,757,9,8,18,13,6,23,5,8,11,3,3,7,8,8,15,0,0,4,10,14,26,17,21,40,19,11,31,3,0,6,3,3,5,43,71,117,29,33,59,3,3,6,693,762,1457,31,24,52,19,26,42,0,0,0,0,0,0,14,20,39,0,7,3,21,22,41,611,533,1146,4,3,10,3,0,5,621,537,1157,141,136,278,1525,1543,3069
SSC70023,0,0,5,7,9,20,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,106,109,217,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,129,133,262,0,0,0,3,3,3,0,0,0,25,25,49,0,0,0,0,0,0,25,25,49,9,12,15,0,0,0,0,0,0,9,12,15,7,19,26,170,189,363
SSC70024,3,4,9,28,25,56,0,0,0,3,0,3,0,0,0,39,30,68,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,3,3,9,3,8,10,4,3,9,0,3,3,0,3,4,5,4,10,0,4,4,0,0,3,83,93,174,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,3,4,4,6,111,93,202,0,0,0,0,0,0,111,93,204,54,56,112,259,248,507
SSC70025,27,22,44,85,89,178,0,0,0,11,8,18,0,0,0,195,188,377,0,0,0,86,82,166,0,3,0,6,7,14,0,11,12,0,0,3,4,3,8,6,4,11,3,8,8,3,0,4,3,4,8,23,30,47,20,14,34,0,0,3,441,449,895,12,9,20,11,8,17,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,289,228,517,3,0,6,0,0,0,293,231,526,112,64,179,889,790,1683
SSC70026,4,6,13,48,53,109,0,0,0,0,3,3,0,0,0,78,89,164,0,0,0,4,9,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,5,17,5,4,13,0,0,0,18,22,42,6,10,19,0,0,0,174,198,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,204,149,357,0,0,0,0,0,0,200,152,355,52,42,91,439,400,838
SSC70027,16,27,43,104,98,201,0,0,0,16,20,35,0,0,0,276,298,577,3,0,7,28,21,47,0,4,10,3,0,6,4,7,11,0,0,0,5,7,8,28,38,71,17,17,33,7,3,10,7,4,13,35,36,72,29,37,68,0,0,0,560,599,1165,36,23,60,26,28,51,0,0,0,0,0,0,8,3,15,3,0,4,9,7,20,459,415,871,4,3,9,0,0,4,461,421,883,120,120,237,1229,1235,2458
SSC70028,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,18,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,36,31,72,0,0,0,0,0,0,0,0,0,45,36,86,0,0,0,0,0,0,45,36,86,3,6,7,0,0,0,0,0,0,3,6,7,7,0,7,92,71,164
SSC70029,3,3,9,24,15,42,0,0,0,4,3,11,0,0,0,71,70,144,0,3,7,20,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,15,22,10,3,12,0,0,0,3,0,7,12,15,21,24,17,35,0,0,0,179,160,337,12,3,14,5,8,12,0,0,0,4,3,7,0,0,0,3,0,0,8,3,8,132,98,229,0,0,0,0,0,0,132,98,232,91,82,176,425,361,789
SSC70030,8,7,23,55,61,116,0,0,0,3,0,3,0,0,0,76,86,160,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,4,0,8,0,3,4,7,0,5,0,0,0,0,0,0,10,15,23,8,15,30,0,0,0,171,181,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,3,7,186,127,316,6,0,7,0,3,4,193,134,325,61,44,109,438,375,818
SSC70031,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,97,181,14,14,25,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,107,119,229,0,0,0,0,0,0,0,0,0,23,23,48,0,0,0,0,0,0,23,23,48,32,20,57,0,0,0,0,0,0,31,20,56,81,116,204,246,284,531
SSC70032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3
SSC70033,0,0,0,0,0,4,0,0,0,5,6,10,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,14,4,13,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,18,34,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,51,130,0,0,0,0,0,0,76,51,130,4,3,6,104,94,190
SSC70034,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,18,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,44,0,0,0,0,0,0,28,14,40,16,10,23,55,32,86
SSC70035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70036,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,14,0,0,0,0,0,0,7,9,14,3,3,10,26,21,41
SSC70037,0,0,3,20,20,44,0,0,0,3,4,9,0,0,0,36,22,52,0,0,0,0,0,0,3,3,4,0,0,0,4,3,9,0,0,0,75,77,160,4,10,19,3,3,9,0,0,0,0,0,3,10,16,22,0,3,4,0,0,0,163,158,325,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,211,437,0,0,0,0,0,0,230,211,437,51,49,101,455,423,871
SSC70038,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,11,10,18,0,0,0,0,0,0,11,10,18,3,9,12,0,0,0,0,0,0,3,9,12,23,20,39,36,35,73
SSC70039,9,15,30,140,124,265,0,0,0,39,49,93,0,0,0,252,281,531,0,0,0,6,3,10,0,3,6,0,0,4,66,65,131,0,0,0,18,20,34,21,40,61,16,31,49,3,7,6,5,13,21,67,84,157,32,50,84,3,3,9,677,770,1446,18,18,38,5,7,15,3,3,7,3,0,3,10,5,11,6,9,22,21,21,34,562,512,1077,4,4,12,0,0,3,571,519,1094,243,247,482,1554,1600,3149
SSC70040,27,41,62,41,37,83,0,0,0,3,0,6,0,0,0,104,124,235,0,3,3,38,29,72,0,0,0,0,0,0,0,3,3,7,7,16,3,7,12,7,5,10,3,6,11,0,0,0,3,4,7,15,15,29,15,12,32,0,0,0,249,264,517,50,20,72,33,16,49,0,0,0,0,0,0,11,4,16,3,4,9,8,9,22,174,171,339,6,3,7,0,0,0,176,172,352,119,77,196,671,605,1268
SSC70041,0,0,0,13,9,24,0,0,0,0,0,0,0,0,0,7,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,5,3,8,3,0,5,32,22,55
SSC70042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70043,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,90,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,4,8,12,0,0,0,61,65,124,0,0,0,0,0,0,0,0,0,64,43,111,0,0,0,0,0,0,64,43,111,8,3,8,0,0,0,0,0,0,8,3,8,11,15,26,151,129,280
SSC70044,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,8,3,9,0,0,0,0,0,0,8,3,9,5,7,12,16,20,35
SSC70045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,87,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,3,0,0,3,0,0,0,48,57,110,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,7,8,21,5,26,0,0,0,0,0,0,21,5,26,59,48,108,128,120,250
SSC70046,0,0,0,8,5,12,0,0,0,0,0,0,0,0,0,9,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,3,10,0,0,3,0,0,0,21,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,38,3,0,0,0,0,0,24,13,38,10,5,16,53,42,96
SSC70047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70048,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,16,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,25,0,0,0,0,0,0,13,16,25,0,0,0,25,28,54
SSC70049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70050,0,0,0,6,9,15,0,0,0,22,22,51,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,23,12,38,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,64,61,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,0,0,0,0,0,0,11,6,17,35,19,49,102,83,184
SSC70051,8,4,14,6,4,9,0,0,0,4,3,7,0,0,0,30,39,62,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,3,7,0,0,0,0,0,0,0,0,0,9,6,7,0,0,0,56,57,116,14,4,26,11,3,21,0,0,0,0,0,0,3,3,5,0,0,3,3,0,6,38,31,72,3,0,3,0,0,0,41,31,72,48,34,87,191,139,331
SSC70052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
SSC70053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
