SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC70054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,3,5,4,8,4,13,8,8,18
SSC70055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70056,0,3,3,13,0,16,0,0,0,3,5,7,0,0,0,20,16,33,0,0,0,0,0,0,0,0,3,3,3,5,24,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,0,0,72,53,124,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,49,30,77,0,0,0,0,0,0,49,30,77,24,15,40,147,104,255
SSC70057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,4,5,3,10
SSC70058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,0,0,4,8,5,3,3,6,0,0,0,0,0,0,3,3,6,5,4,15,15,14,33
SSC70059,46,39,89,101,98,196,0,0,0,25,29,48,0,0,0,299,378,680,7,0,5,40,53,94,3,6,11,0,0,0,9,15,17,0,0,0,10,10,17,8,12,25,18,17,39,0,0,3,3,4,6,37,41,81,28,41,71,0,4,3,597,701,1298,91,81,177,49,35,88,0,0,0,0,0,4,24,18,43,5,7,10,30,28,60,449,411,854,3,0,3,4,4,7,455,418,866,249,230,474,1518,1534,3050
SSC70060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4
SSC70061,8,8,18,30,27,57,0,0,0,0,0,3,0,0,0,40,21,56,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,11,10,23,7,5,11,0,0,0,93,81,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,61,127,0,0,0,3,0,5,66,62,129,46,37,81,208,194,400
SSC70062,0,9,6,26,27,52,0,0,0,0,0,0,0,0,0,42,35,78,0,0,0,3,4,3,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,3,6,10,8,7,18,0,0,0,0,0,0,11,11,23,3,3,10,0,0,3,102,99,201,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,113,222,0,0,0,0,0,0,117,113,223,62,48,106,276,275,548
SSC70063,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,4,0,4,18,10,20
SSC70064,3,3,9,3,4,7,0,0,0,0,0,0,0,0,0,12,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,16,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,23,0,0,0,0,0,0,10,6,23,9,7,12,39,36,78
SSC70065,3,6,8,67,77,150,0,0,0,3,9,13,0,0,0,136,133,275,0,3,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,32,35,66,9,3,6,17,13,24,3,0,3,0,0,0,14,25,34,24,34,56,0,0,0,314,333,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,169,348,3,0,3,0,0,0,187,169,354,120,88,209,623,596,1223
SSC70066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,5,3,3,12,3,12
SSC70067,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,4,3,10,4,0,4,15,5,15
SSC70068,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,12,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,20,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,11,0,10,3,0,6,35,9,45
SSC70069,0,0,0,0,0,0,0,0,0,22,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,49,0,0,0,0,0,0,0,0,0,64,54,120,0,0,0,0,0,0,64,54,120,8,10,20,0,0,0,0,0,0,8,10,20,27,23,46,129,110,242
SSC70070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70071,0,6,8,0,3,7,0,0,0,3,0,3,0,0,0,21,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,32,30,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,50,0,0,0,0,0,0,31,21,50,8,7,10,61,62,127
SSC70072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,3,0,3,7,4,9
SSC70073,148,128,275,230,176,407,0,0,0,30,36,60,0,0,0,652,573,1220,3,0,3,51,43,96,4,3,8,5,3,3,14,19,35,4,3,4,14,14,35,16,19,31,38,37,82,0,3,3,3,5,6,60,55,117,66,50,116,0,3,3,1194,1031,2225,164,131,293,52,37,96,8,0,3,3,3,7,18,8,23,11,11,19,31,18,51,1314,950,2256,19,13,29,0,6,12,1331,965,2298,711,515,1228,3636,2836,6464
SSC70074,8,7,13,53,40,91,0,0,0,3,4,9,0,0,0,65,55,116,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,8,0,4,9,0,0,0,16,3,20,3,8,7,0,0,3,149,131,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,156,130,288,4,0,5,0,0,0,159,128,290,61,43,104,384,315,696
SSC70075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC70076,0,0,0,4,3,11,0,0,0,19,18,32,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,45,38,82,3,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,3,3,28,27,54,0,0,0,0,0,0,28,27,54,20,5,31,107,73,178
SSC70077,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,13,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,0,0,0,0,5,7,6,3,3,7,19,15,37
SSC70078,13,21,33,61,66,129,0,0,0,8,12,22,0,0,0,165,162,330,0,0,0,7,3,11,3,0,5,4,4,13,18,15,37,0,3,5,0,5,5,8,10,10,19,19,31,0,0,0,4,3,6,22,35,54,20,14,32,0,3,7,341,363,703,13,9,23,0,0,4,0,0,0,0,0,0,0,3,3,3,4,10,3,7,9,259,241,501,3,3,3,0,0,0,265,240,505,94,97,198,739,740,1477
SSC70079,0,0,0,11,10,29,0,0,0,8,9,16,0,0,0,17,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,3,9,0,4,3,0,0,0,53,42,98,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,15,55,0,0,0,0,0,0,42,18,57,54,22,77,150,88,238
SSC70080,26,33,56,125,140,270,0,0,0,23,35,56,0,0,0,289,291,585,3,3,5,16,13,33,3,0,4,10,0,8,8,7,14,0,0,0,4,4,5,18,29,46,11,21,36,0,5,6,4,5,12,38,56,101,49,47,96,3,3,7,614,660,1279,28,30,58,6,11,11,0,0,0,0,0,0,3,3,5,3,0,8,13,5,13,561,464,1029,0,6,5,0,4,4,566,472,1041,225,195,426,1473,1409,2884
SSC70081,0,0,0,26,21,45,0,0,0,0,0,0,0,0,0,21,18,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,4,4,6,0,0,4,0,0,0,54,50,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,36,88,0,0,0,0,0,0,54,36,88,10,5,14,112,93,207
SSC70082,0,0,0,13,4,10,0,0,0,0,0,0,0,0,0,10,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,26,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,30,0,0,0,0,0,0,21,10,29,11,7,17,62,25,86
SSC70083,4,0,3,4,0,6,0,0,0,0,0,0,0,0,0,9,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,36,0,0,0,0,0,0,23,10,36,3,3,7,41,29,73
SSC70084,28,36,65,185,204,387,0,0,0,37,31,70,0,0,0,370,378,746,5,0,5,27,27,50,9,5,16,3,3,10,12,22,39,0,4,6,6,9,18,27,43,63,14,38,53,0,0,0,6,4,11,48,67,115,52,61,114,4,0,4,796,903,1704,36,38,73,36,28,66,0,0,0,3,0,7,5,0,8,9,5,12,12,9,24,685,579,1265,3,3,12,0,0,0,695,581,1278,172,160,332,1772,1759,3537
SSC70085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,13
SSC70086,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,14,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,296,578,14,3,14,0,0,0,313,311,624,0,0,0,0,0,0,0,0,0,95,89,184,0,0,0,0,0,0,93,89,182,13,8,22,0,0,0,0,0,0,13,8,22,87,92,180,505,501,1004
SSC70087,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,7,4,9,0,0,0,8,4,14
SSC70088,15,35,51,98,107,202,0,0,0,33,47,80,0,0,3,243,244,488,0,0,0,7,4,10,0,3,3,5,8,11,33,45,73,0,0,0,8,9,14,12,20,31,17,11,29,0,0,0,5,5,9,51,63,110,31,38,72,0,0,0,534,606,1140,17,27,40,6,3,11,0,4,9,0,0,0,4,6,12,4,10,8,4,12,23,578,658,1227,10,8,16,0,10,8,584,665,1251,193,202,401,1362,1555,2919
SSC70089,8,0,6,12,12,25,0,0,0,3,0,0,0,0,0,35,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,0,0,0,62,27,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,62,31,92,0,0,0,0,0,0,63,31,96,10,0,14,148,63,213
SSC70090,0,0,0,8,7,22,0,0,0,0,0,0,0,0,0,17,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,30,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,39,0,0,4,0,0,0,24,23,44,47,45,94,99,88,186
SSC70091,0,0,0,7,6,11,0,0,0,7,0,3,0,0,0,12,7,23,0,0,0,0,0,0,0,0,0,8,12,19,3,0,5,0,0,0,23,33,56,11,14,29,0,0,0,0,0,0,0,0,0,0,0,0,13,23,35,0,0,0,86,103,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,69,142,0,0,0,0,0,0,71,69,142,7,3,6,160,176,339
SSC70092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70093,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,0,0,0,10,5,15,0,7,7,19,18,39
SSC70094,0,0,0,7,9,16,0,0,0,6,5,6,0,0,0,19,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,31,30,59,0,0,4,0,0,0,0,0,0,0,0,0,3,4,7,7,4,18,0,0,0,76,80,154,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,60,52,116,0,0,0,0,0,0,60,52,116,12,18,29,154,145,302
SSC70095,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,19,14,32,0,0,0,0,0,0,0,0,0,3,4,5,48,39,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,67,62,137,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,3,0,4,0,0,0,0,0,0,3,0,4,0,6,7,73,73,154
SSC70096,0,0,0,8,10,16,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,10,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,32,0,0,0,0,0,0,13,21,38,17,9,27,42,47,94
SSC70097,25,47,71,157,136,293,0,0,0,13,12,28,0,0,0,240,278,517,0,0,0,49,35,88,3,5,10,0,0,3,7,14,16,0,0,0,0,4,8,3,4,12,10,19,28,0,0,0,0,0,0,72,50,118,13,16,34,0,0,0,565,581,1146,17,10,29,8,10,16,0,0,0,0,0,0,3,4,7,10,11,22,15,19,35,495,466,958,7,4,11,3,4,5,504,473,979,174,179,351,1302,1318,2624
SSC70098,5,9,18,93,93,188,0,0,0,9,17,29,0,0,0,177,156,338,0,0,0,5,7,12,0,0,0,0,0,0,9,14,16,0,0,0,7,0,3,12,9,22,7,11,24,0,0,0,3,7,6,25,25,51,30,28,55,0,0,0,377,366,745,11,6,15,19,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,242,502,0,0,0,0,0,0,256,244,505,116,87,203,787,726,1518
SSC70099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,7,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,21,36,7,18,23,4,0,4,0,0,0,48,43,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,33,0,0,0,0,0,0,20,11,33,36,30,66,101,93,192
SSC70100,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,11,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,18,0,0,0,0,0,0,14,6,18,13,10,23,40,23,64
SSC70101,0,0,0,11,3,12,0,0,0,0,0,0,0,0,0,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,24,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,33,0,0,0,0,0,0,18,12,31,14,11,25,52,43,97
SSC70102,0,0,0,10,12,20,0,0,0,0,0,0,0,0,0,10,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,3,3,6,0,4,6,0,0,0,34,24,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,33,64,0,0,0,0,0,0,35,33,68,24,19,42,90,75,166
SSC70103,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,8,0,0,0,0,0,0,8,0,8,19,3,19,43,8,48
SSC70104,0,0,0,3,0,4,0,0,0,3,4,8,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25,0,0,0,0,0,0,0,0,0,11,11,17,0,0,0,0,0,0,11,11,17,20,24,42,0,0,0,0,0,0,20,24,42,8,9,21,45,57,103
SSC70105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,5,4,9,8,4,9,19,9,24
SSC70106,5,0,8,19,11,24,0,0,0,0,3,3,0,0,0,20,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,3,3,8,0,0,0,0,3,3,965,948,1912,24,29,48,0,0,0,1030,1012,2043,0,0,0,0,0,0,0,0,0,22,24,42,0,0,0,0,0,0,22,24,42,22,19,40,0,0,0,0,0,0,22,19,40,38,37,74,1116,1093,2206
SSC70107,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,4,6,0,0,3,0,0,0,0,0,0,0,3,3,382,380,762,4,12,11,0,0,0,407,410,808,0,0,0,4,0,4,0,0,0,3,8,7,0,0,0,0,0,0,3,8,7,9,7,19,0,0,0,0,0,0,9,7,19,36,45,78,452,465,923
SSC70108,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,9,8,13,0,0,0,0,0,0,0,0,0,0,0,0,13,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,30,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,33,0,0,0,0,0,0,14,17,34,27,19,41,71,52,124
SSC70109,32,50,85,155,175,329,0,0,0,52,70,120,0,0,0,375,422,795,0,0,0,3,0,4,9,5,13,25,17,49,49,83,139,3,7,14,13,19,35,63,53,116,18,27,45,3,5,9,6,14,20,48,83,126,64,65,129,3,5,5,898,1055,1954,31,18,52,14,15,32,0,0,0,3,3,8,22,22,39,5,14,24,31,42,69,703,684,1388,5,3,12,4,3,7,720,694,1412,351,332,682,2074,2202,4278
SSC70110,11,13,19,124,122,246,0,0,0,6,10,20,0,0,0,131,141,269,0,0,0,8,5,20,0,7,7,3,5,6,7,12,16,0,0,0,0,3,3,3,0,6,15,10,24,3,5,6,0,0,0,40,44,91,14,21,35,0,0,0,364,385,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,396,286,686,5,3,11,0,0,0,399,294,690,93,78,169,868,770,1641
SSC70111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70112,46,53,92,116,138,255,0,0,0,29,26,55,0,0,0,373,397,771,12,5,18,7,4,18,12,14,26,10,4,18,8,21,23,0,0,0,0,0,3,22,28,47,23,20,47,3,4,8,5,6,12,44,56,102,33,34,71,0,0,0,702,756,1454,21,22,41,13,23,31,0,0,0,0,3,3,7,4,11,5,6,15,18,15,29,569,488,1058,10,7,15,3,4,4,587,491,1077,270,281,553,1646,1635,3288
SSC70113,0,0,0,3,0,3,0,0,0,0,6,7,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,38,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,15,10,25,0,0,0,0,0,0,15,10,25,3,6,14,44,31,75
SSC70114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3
SSC70115,3,0,4,162,182,343,0,0,0,0,0,0,0,0,0,20,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,42,3,3,5,0,0,0,0,0,0,0,0,0,8,14,25,26,37,64,0,0,0,253,293,540,0,0,0,0,0,0,0,0,0,23,27,48,0,0,0,0,0,0,28,27,50,131,135,262,0,0,0,0,0,0,131,135,266,128,130,260,537,582,1116
SSC70116,22,31,48,141,161,298,0,0,0,18,27,44,0,0,0,305,321,619,0,0,0,23,25,47,3,6,10,0,0,0,14,17,29,0,0,0,0,4,7,20,27,43,29,31,59,0,0,0,0,0,3,38,49,89,34,35,76,3,0,3,636,700,1334,10,7,20,9,5,16,0,0,0,0,0,0,0,3,5,0,4,4,0,7,12,521,464,987,10,0,11,0,3,4,534,472,999,122,105,229,1329,1333,2664
